Timestamp,Gender,Faculty,Business Program,Bachelor  Academic Year in EU,H.S.C or Equivalent study medium,S.S.C (GPA),H.S.C (GPA),Did you ever attend a Coaching center?,Coaching center name,Benifits you received from the coaching center,1st Year Semester 1,1st Year Semester 2,1st Year Semester 3,2nd Year Semester 1,Regular/Irregular,Classes are mostly,Area of Evaluation [Department provides comprehensive guidelines to the students in advance by means of a brochure/handbook    ],Area of Evaluation [Department ensures a conducive learning environment],Area of Evaluation [Academic decisions are taken with fairness and transparency],Area of Evaluation [	Academic calendar is maintained properly],Area of Evaluation [Results are published timely in compliance with the ordinance],Area of Evaluation [Students’ opinion regarding academic and extra-academic matters are addressed properly],Area of Evaluation [Student feedback process is in practice],Area of Evaluation [Website is informative and updated properly],Area of Evaluation [Curriculum load is optimum and induces no pressure],Area of Evaluation [Courses in the curriculum from lower level to higher are properly arranged],Area of Evaluation [Teaching strategies are clearly stated in the curriculumsparency],Area of Evaluation [Assessment strategies are clearly stated in the curriculum ],Item [Teaching-learning is interactive and supportive ],Item [	Class size is optimum for interactive teaching learning],Item [	Modern devices are used to improve teaching-learning process],Item [Diverse methods are used to achieve learning objectives ],Item [Lesson plans/course outlines are provided in advance to the students ],Item [	All about assessment system are duly communicated to students on the commencement of the term/semester],Item [Assessment system meets the objectives of the course],Item [Diverse methods and tools are used for assessment.],Item [Assessment feedback is provided to the students immediately.],Item [The questions of examinations reflect the content of the course.],"Item [	Both formative (quizzes, assignments, term papers, continuous assessments, presentations etc.) and summative assessment (final examination only) strategies are followed.]",Item [Admission policy ensures entry of quality students.],Item [Admission procedure is quite fair],Item [Sincerity and commitment of the students exist to ensure desired progress and achievement.],Item [Overall classroom facilities are suitable for ensuring effective learning.],Item [Laboratories facilities are suitable for practical teaching-learning and research],Item [The library has adequate up-to-date reading and reference materials to meet the academic & research needs ],Item [Internet facilities with sufficient speed are available],Item [Adequate indoor and outdoor medical facilities are available],Item [Adequate indoor and outdoor game facilities are available],Item [Existing gymnasium facilities are good enough],Item [Adequate safety measures are available],Item [There is an arrangement to provide guidance and counseling. ],Item [Mentoring is done to take care of the students],Item [Scholarships/ grants available to students in case of hardship],Item [Students are encouraged to involve in co- curricular and extra-curricular activities],Item [Alumni are organized and supportive.],Item [Supporting staff are adequate and co-operative],Item [There are opportunities to get involve with community services],Item [The department has a research and development policy ],Item [Mechanism exists for engaging the students in research and development],"Item [Research findings in the form of theses, publications and monographs are properly used in current teaching-learning]",Item [The department has a community service policy ],Q1 [What was your expectation about the University as related to quality of education?],Q2 [What was your expectation about the University as related to quality of Faculty?],Q3 [What was your expectation about the University as related to quality of resources?],Q4 [What was your expectation about the University as related to quality of learning environment?],Q5 [To what extent your expectation was met?],Q6 [What are the best aspects of the program?],"Q7. In your opinion,the best aspect of the program is","Q8. In your opinion,the next best aspect of the program is",What aspects of the program could be improved?,Do you feel that the quality of education improved at EU over the last year?,Do you feel that the image of the University improved over the last year?
2016-01-26 14:41:00,Female,Arts,BBA,1st Year,Bangla Medium,3.75,4.0,Yes,Porar Ghor,It improved my understanding of subject matter,2.86,3.13,3.0,2.8,0.0,"Lecture,Discussion & Practical Lab",4.0,5.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,5.0,Faculty,Teaching/Learning,Resources,Yes,Yes
2016-01-26 14:42:00,Female,Arts,BBA,1st Year,Bangla Medium,4.56,3.69,Yes,udvash,"It prepared me better for the exam, It improved my understanding of subject matter, It increased my desire to learn, It allow me to make good friends",2.48,2.63,3.0,2.8,0.0,Lecture & Lab,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,Faculty,Other,Resources,Yes,Yes
2016-01-26 14:43:00,Female,Arts,BBA,1st Year,Bangla Medium,5.0,4.7,No,ucc,It prepared me better for the exam,2.86,2.9,3.0,2.8,0.0,"Lecture,Discussion & Practical Lab",4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,Teaching/Learning,Faculty,Overall learning environment,Yes,Yes
2016-01-26 16:22:00,Female,Arts,BBA,2nd Year,Bangla Medium,4.94,4.2,No,ucc,It prepared me better for the exam,2.77,3.08,3.2,3.23,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,Teaching/Learning,Overall learning environment,Other,Yes,Yes
2016-01-26 16:22:00,Female,Arts,BBA,2nd Year,Bangla Medium,3.38,3.7,No,ucc,It prepared me better for the exam,3.2,3.36,3.44,3.38,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,Teaching/Learning,Overall learning environment,Other,Yes,Yes
2016-01-26 16:32:00,Male,Arts,BBA,2nd Year,Bangla Medium,5.0,5.0,Yes,Focus Couching centre,"It prepared me better for the exam, It improved my understanding of subject matter",3.46,3.45,3.47,3.46,0.0,"Lecture,Discussion & Practical Lab",5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,1.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,Teaching/Learning,Faculty,Faculty,Yes,Yes
2016-01-26 17:02:00,Male,Arts,BBA,1st Year,Bangla Medium,4.63,3.4,Yes,u.u.c,It prepared me better for the exam,3.46,3.45,3.47,3.43,0.0,Lecture & Discussion,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,Faculty,Faculty,"Faculty, Teaching/Learning, Overall learning environment",Yes,Yes
2016-01-26 17:10:00,Female,Arts,BBA,2nd Year,Bangla Medium,4.65,4.8,No,ucc,It prepared me better for the exam,2.5,2.45,2.55,2.54,0.0,Lecture & Discussion,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,Teaching/Learning,Teaching/Learning,Overall learning environment,Yes,Yes
2016-01-26 17:10:00,Female,Arts,BBA,2nd Year,Bangla Medium,5.0,4.4,Yes,udvash,It improved my understanding of subject matter,3.59,3.64,3.69,3.69,0.0,"Lecture,Discussion & Practical Lab",4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,4.0,2.0,Teaching/Learning,Faculty,Resources,Yes,Yes
2016-01-26 17:12:00,Female,Arts,BBA,2nd Year,Bangla Medium,3.32,3.5,Yes,UCC,It improved my GPA Score,2.5,2.14,2.47,2.41,0.0,Lecture & Discussion,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,Faculty,Teaching/Learning,Teaching/Learning,Yes,Yes
2016-01-26 17:12:00,Female,Arts,BBA,2nd Year,Bangla Medium,5.0,3.5,Yes,ucc,It prepared me better for the exam,3.39,3.36,3.46,3.46,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,Teaching/Learning,Faculty,Resources,Yes,Yes
2016-01-26 17:13:00,Male,Arts,BBA,2nd Year,Bangla Medium,4.38,4.86,Yes,Saifors,It prepared me better for the exam,2.95,3.25,3.27,3.3,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,1.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,Teaching/Learning,Faculty,Resources,Yes,Yes
2016-01-26 17:13:00,Female,Arts,BBA,2nd Year,Bangla Medium,4.38,4.5,Yes,success ,It prepared me better for the exam,3.0,3.13,3.21,3.2,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,Teaching/Learning,Faculty,Overall learning environment,Yes,Yes
2016-01-26 17:13:00,Female,Arts,BBA,2nd Year,Bangla Medium,4.75,4.1,Yes,Saifurs,It prepared me better for the exam,2.84,3.05,3.1,3.09,0.0,Lecture & Discussion,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,Teaching/Learning,Faculty,Resources,Yes,Yes
2016-01-26 17:14:00,Female,Arts,BBA,2nd Year,Bangla Medium,4.69,4.4,No,ucc,It prepared me better for the exam,2.73,3.07,3.18,3.2,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,Teaching/Learning,Faculty,Resources,Yes,Yes
2016-01-27 11:50:00,Male,Business,BBA,2nd Year,Bangla Medium,4.25,4.2,Yes,ucc coaching center,It prepared me better for the exam,2.75,3.12,3.05,3.02,0.0,Practical & Lab,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,2.0,5.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,Faculty,Overall learning environment,Teaching/Learning,Yes,Yes
2016-01-27 12:13:00,Female,Arts,BBA,4th Year,Bangla Medium,4.0,4.0,No,ucc,It prepared me better for the exam,3.66,3.52,3.65,3.69,0.0,Lecture & Discussion,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,Faculty,Teaching/Learning,Overall learning environment,Yes,Yes
2016-01-27 12:13:00,Male,Arts,BBA,4th Year,Bangla Medium,4.69,3.8,Yes,Modick ,It prepared me better for the exam,3.05,3.2,3.26,3.24,0.0,Lecture & Discussion,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,Faculty,Teaching/Learning,Resources,Yes,Yes
2016-01-27 12:15:00,Male,Arts,BBA,4th Year,Bangla Medium,3.13,3.8,No,ucc,It prepared me better for the exam,2.57,2.64,2.7,2.7,0.0,Lecture & Discussion,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,Faculty,Resources,"Faculty, Teaching/Learning",Yes,Yes
2016-01-27 12:17:00,Male,Arts,BBA,4th Year,English Medium,3.5,3.0,Yes,Tasveer Academy,It prepared me better for the exam,3.41,3.4,3.46,3.49,0.0,Lecture & Discussion,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,Teaching/Learning,Faculty,Overall learning environment,Yes,Yes
2016-01-27 14:10:00,Female,Business,BBA,4th Year,Bangla Medium,4.18,3.2,Yes,Udvash ,It prepared me better for the exam,2.78,2.7,2.88,2.93,0.0,Lecture based,3.0,4.0,1.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,Other,Faculty,Faculty,Yes,No
2016-01-27 14:12:00,Male,Business,BBA,4th Year,Bangla Medium,3.13,5.0,No,ucc,It prepared me better for the exam,3.15,2.89,2.84,2.8,0.0,Lecture based,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,3.0,2.0,2.0,Teaching/Learning,Faculty,"Faculty, Resources, Teaching/Learning, Overall learning environment",No,No
2016-01-27 14:13:00,Male,Business,BBA,4th Year,Bangla Medium,4.69,4.5,Yes,Uniade coaching center,It prepared me better for the exam,3.75,3.25,3.14,2.98,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,Teaching/Learning,Overall learning environment,"Teaching/Learning, Overall learning environment",Yes,Yes
2016-01-27 14:13:00,Male,Business,BBA,4th Year,Bangla Medium,3.83,3.38,No,ucc,It prepared me better for the exam,3.1,2.6,2.65,2.9,0.0,Lecture based,4.0,5.0,5.0,2.0,5.0,4.0,2.0,4.0,5.0,2.0,4.0,5.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,2.0,5.0,2.0,1.0,2.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,Faculty,Resources,"Faculty, Resources, Teaching/Learning, Overall learning environment",Yes,Yes
2016-01-27 14:15:00,Male,Business,BBA,3rd Year,Bangla Medium,4.63,4.0,No,ucc,It prepared me better for the exam,3.13,2.85,2.56,2.54,0.0,Lecture & Discussion,4.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,5.0,5.0,2.0,3.0,5.0,4.0,Faculty,Teaching/Learning,Faculty,Yes,No
2016-01-27 14:18:00,Male,Business,BBA,3rd Year,Bangla Medium,3.56,3.8,Yes,e haq,It prepared me better for the exam,3.2,3.21,3.11,3.15,0.0,Lecture & Discussion,4.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,Faculty,Faculty,Overall learning environment,No,No
2016-01-27 14:29:00,Male,Business,BBA,4th Year,Bangla Medium,4.81,3.9,Yes,"Paragon , Saifurs",It improved my understanding of subject matter,3.95,3.85,3.67,3.56,0.0,"Lecture,Discussion & Practical Lab",1.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,1.0,5.0,4.0,5.0,5.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,2.0,3.0,Teaching/Learning,Teaching/Learning,Faculty,Yes,Yes
2016-01-27 14:35:00,Male,Business,BBA,4th Year,Bangla Medium,3.75,3.8,Yes, program united,It prepared me better for the exam,2.83,2.67,2.52,2.48,0.0,Lecture & Discussion,4.0,4.0,4.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,4.0,3.0,2.0,5.0,5.0,4.0,3.0,3.0,3.0,Teaching/Learning,Faculty,Overall learning environment,Yes,Yes
2016-01-27 14:36:00,Male,Business,BBA,4th Year,Bangla Medium,4.09,4.0,No,ucc,It prepared me better for the exam,2.35,2.5,2.57,2.64,0.0,"Lecture,Discussion & Practical Lab",5.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,Teaching/Learning,Faculty,"Faculty, Teaching/Learning, Overall learning environment",No,Yes
2016-01-27 14:41:00,Male,Business,BBA,4th Year,Bangla Medium,4.38,4.7,Yes,Mabs Coaching Center,"It prepared me better for the exam, It improved my GPA Score, It improved my understanding of subject matter, It increased my desire to learn",3.68,3.12,2.41,2.53,0.0,Lecture & Discussion,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,Faculty,Teaching/Learning,Resources,Yes,Yes
2016-01-27 14:41:00,Female,Business,BBA,1st Year,Bangla Medium,4.63,3.7,Yes,UCC,"It prepared me better for the exam, It improved my GPA Score, It improved my understanding of subject matter",3.35,3.29,3.27,3.1,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,Faculty,Overall learning environment,Resources,Yes,Yes
2016-01-27 14:44:00,Female,Arts,BBA,3rd Year,Bangla Medium,5.0,5.0,No,ucc,It prepared me better for the exam,3.36,3.26,3.15,3.1,0.0,Lecture & Discussion,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,Faculty,Faculty,Other,Yes,Yes
2016-01-27 14:46:00,Female,Arts,BBA,3rd Year,Bangla Medium,3.13,4.0,No,ucc,It prepared me better for the exam,3.11,3.08,3.04,3.07,0.0,Lecture & Discussion,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,3.0,Teaching/Learning,Faculty,Resources,Yes,Yes
2016-01-27 14:53:00,Male,Arts,BBA,3rd Year,Bangla Medium,4.5,4.5,No,ucc,It prepared me better for the exam,3.36,3.26,3.15,3.1,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,1.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,Faculty,Overall learning environment,Resources,Yes,Yes
2016-01-27 14:56:00,Male,Business,BBA,3rd Year,Bangla Medium,3.3,3.25,No,ucc,It prepared me better for the exam,2.53,2.33,2.09,2.22,0.0,Lecture & Discussion,4.0,4.0,1.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,2.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,1.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,Teaching/Learning,Resources,Teaching/Learning,No,Yes
2016-01-27 14:58:00,Female,Business,BBA,4th Year,Bangla Medium,4.0,4.6,No,ucc,It prepared me better for the exam,3.75,3.76,3.78,3.81,0.0,"Lecture,Discussion & Practical Lab",4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,Faculty,Teaching/Learning,Other,Yes,Yes
2016-01-27 15:44:00,Male,Business,BBA,4th Year,Bangla Medium,4.75,4.6,Yes,commerce education ,"It prepared me better for the exam, It improved my GPA Score, It improved my understanding of subject matter, It allow me to make good friends",2.5,3.02,3.42,3.37,0.0,Lecture based,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,Teaching/Learning,Overall learning environment,"Faculty, Teaching/Learning",Yes,Yes
